,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,true_vertical_depth,pad_id,frac_type,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y
6170,6170,1067972.239,790946.9386,1063353.2,792099.3199,1002,11958.66142,108471,Primary Frac,1065860.7659999998,791473.7194,1063353.2,792099.3199
6171,6171,1225559.84,825334.4159,1230215.78,824279.9249,1289,9702.755906,111405,Primary Frac,1227678.743,824854.5206,1230215.78,824279.9249
6172,6172,1063049.624,830083.3037,1058212.894,831701.9940000001,1079,12326.77165,105210,Primary Frac,1060502.671,831565.3583,1058343.337,832047.2476
6173,6173,1063045.121,830052.6648,1058102.113,831073.3882,1079,12205.70866,105210,Primary Frac,1060326.316,830973.1206,1058187.952,831429.7737
6174,6174,1105219.648,822085.0313,1115077.647,821124.2909,1121,12025.59055,116701,Primary Frac,1107810.868,821832.4963,1115077.647,821124.2909
6175,6175,1105095.7659999998,823369.3308,1115210.713,821979.8099,1121,12015.74803,105360,Primary Frac,1109949.279,822702.589,1115210.713,821979.8099
6176,6176,1105925.442,824110.2192,1115328.499,822856.3259999999,1121,12005.90551,109028,Primary Frac,1110408.57,823512.3962,1115328.499,822856.3259999999
6177,6177,1105187.249,822089.7911,1115035.397,820836.7251,1121,12277.55906,116701,Primary Frac,1109907.408,821489.2039,1115035.397,820836.7251
6178,6178,1105037.759,822974.5767,1115096.525,821252.7777,1121,12274.6063,108423,Primary Frac,1107751.96,822509.9762,1115096.525,821252.7777
6179,6179,1105005.361,822979.3373,1115157.659,821668.8295,1121,12261.81102,108423,Primary Frac,1109848.367,822354.1787,1115157.659,821668.8295
6180,6180,1105063.369,823374.0917,1115218.799,822084.8807,1121,12083.66142,105360,Primary Frac,1109934.928,822755.6572,1115218.799,822084.8807
6181,6181,1105957.8390000002,824105.4575,1115276.343,822501.4601,1121,12073.8189,109028,Primary Frac,1110412.293,823338.7108,1115276.343,822501.4601
6182,6182,1105399.407,824534.541,1115337.492,822917.5098,1121,12243.11024,102556,Primary Frac,1110162.761,823759.4931,1115337.492,822917.5098
6183,6183,1105403.904,824565.1417,1115407.198,823316.6753,1121,12230.31496,102556,Primary Frac,1110200.795,823966.4632,1115407.198,823316.6753
6184,6184,1065202.473,914219.0539,1075249.489,912673.7414,1228,11071.85039,100106,Primary Frac,1069745.393,913520.316,1074722.524,912754.793
6185,6185,1065199.726,914200.6717,1075253.087,912673.2037,1228,11231.29921,100106,Primary Frac,1070442.729,913050.3443,1075093.05,912040.1607
6186,6186,1045506.672,925085.3279,1055396.544,923720.9684,1228,11446.85039,105560,Primary Frac,1050231.348,924433.5342,1055396.544,923720.9684
6187,6187,1105319.493,819635.1288,1109362.746,818219.3514,1163,12325.7874,112357,Primary Frac,1107241.319,818416.2146,1109274.073,817940.0573
6188,6188,1216417.405,799270.6732,1221374.666,798839.2827,1121,11013.77953,109715,Primary Frac,1218271.182,799109.354,1220550.784,798910.9785
6189,6189,1216412.035,799234.072,1221247.167,797945.2042,1121,10997.04724,109715,Primary Frac,1218215.3490000002,798753.3751,1220431.676,798162.584
6190,6190,1216181.622,797638.3361,1221112.915,797080.1539,1121,10999.01575,109831,Primary Frac,1218035.565,797428.4848,1220314.232,797170.5583
6191,6191,1216176.253,797601.7347,1220981.838,796211.5223,1121,11055.11811,109831,Primary Frac,1217948.852,797088.9378,1220132.05,796457.3583
6192,6192,1216171.332,797568.1833,1220852.216,796230.5316,1121,11055.11811,109831,Primary Frac,1218314.127,796955.8388,1220852.216,796230.5316
6193,6193,1075233.409,872807.1964,1079837.947,871936.6834,1060,8572.834646,101647,Primary Frac,1077310.204,872414.567,1079837.947,871936.6834
6194,6194,1075480.93,876335.7382,1080419.814,875859.5551,1060,8535.433071,109617,Primary Frac,1077721.963,876119.6687,1080419.814,875859.5551
6195,6195,1075207.025,872926.9233,1079807.962,872056.9283,1060,12672.24409,101450,Primary Frac,1078845.311,872129.3936,1080749.833,871733.4895
6196,6196,1075498.804,874373.5989,1080102.252,873718.98,1060,11873.0315,100409,Primary Frac,1077573.346,874078.5952,1080102.252,873718.98
6197,6197,1075448.54,876340.5440000001,1080499.794,876398.5237,1060,11972.44094,109617,Primary Frac,1077742.275,876366.8721,1080499.794,876398.5237
6198,6198,1075262.165,872777.8916,1079935.121,872592.0312,1060,11839.56693,101647,Primary Frac,1077360.094,872694.4493,1079935.121,872592.0312
6203,6203,1169952.763,864818.5489,1174809.017,864796.7671,1334,10218.43158,111866,Primary Frac,1172077.863,864809.0172,1174809.017,864796.7671
6204,6204,1067817.618,789937.0499,1063152.502,790798.7511,1002,8341.535433,109250,Primary Frac,1065693.68,790329.3659,1063152.502,790798.7511
6205,6205,1067810.025,789884.9711,1063152.502,790798.7511,1002,10408.46457,109250,Primary Frac,1065689.444,790301.0173,1063152.502,790798.7511
6206,6206,1067814.045,789912.5422,1063140.361,790791.1343,1002,11934.05512,109250,Primary Frac,1065685.7,790312.6435,1063140.361,790791.1343
6207,6207,1241421.469,791047.0874,1236576.718,791268.4096,1060,10237.20472,100590,Primary Frac,1239228.322,791147.2766,1236576.718,791268.4096
6208,6208,1241438.893,791165.9536,1236768.421,792576.1211,1060,10262.79528,100590,Primary Frac,1239323.33,791804.7108,1236768.421,792576.1211
6209,6209,1246728.317,826343.3635,1239406.872,827483.5716,1289,11113.18898,112023,Primary Frac,1243770.88,826803.941,1240360.08,827335.1233
6210,6210,1031648.082,799222.9526,1026833.957,799490.0532,1343,11705.70866,117400,Primary Frac,1029029.526,799397.9702,1026853.184,799891.4953
6211,6211,1046376.176,826120.4157,1041785.404,826784.8484,1343,12081.69291,111312,Primary Frac,1041390.685,827275.2307,1036715.878,828373.2223
6212,6212,1044085.348,847421.6891,1039629.359,848501.3754,1030,12332.67717,107741,Primary Frac,1042077.529,847908.1837,1039629.359,848501.3754
6213,6213,1182478.8590000002,839963.6779,1187082.515,839305.2101,1325,10329.72441,107531,Primary Frac,1185236.493,839382.3069,1187323.955,838947.8546
6214,6214,1186358.073,797993.0264,1181704.6509999998,799064.8623,1121,11019.85206,103358,Primary Frac,1184239.626,798480.9742,1181704.6509999998,799064.8623
6215,6215,1186353.152,797959.4456,1181577.124,798194.6929,1121,10787.40157,103358,Primary Frac,1184180.753,798066.449,1181577.124,798194.6929
6216,6216,1211342.876,767539.2453,1206396.747,767565.3958,1272,10071.85039,110212,Primary Frac,1209121.084,767550.9921,1206396.747,767565.3958
6217,6217,1211494.223,768753.988,1206603.232,768906.2572,1272,10116.14173,109426,Primary Frac,1209299.882,768822.3035,1206603.232,768906.2572
6218,6218,1211570.397,770007.7346,1206804.43,770210.4983,1272,10292.32283,101254,Primary Frac,1208828.195,770077.9179,1206635.981,770531.31
6220,6220,1046003.62,859000.483,1041171.748,859526.3846,1121,12394.68504,101102,Primary Frac,1043369.469,859383.3017,1041228.144,859928.4606
6221,6221,1046008.601,859034.2026,1041228.368,859909.6159,1121,12601.37795,101102,Primary Frac,1043347.022,859765.1013,1041287.533,860245.7057
6222,6222,1068161.218,900351.4383,1063234.281,901377.0736,1289,11883.85827,102177,Primary Frac,1065489.669,901345.7471,1063270.577,901735.2177
6223,6223,1277544.948,814597.7189,1282473.2240000002,813839.9881,1060,10342.51969,113182,Primary Frac,1280267.97,814015.8061,1282436.1509999998,813544.567
6224,6224,1024294.04,834325.1014,1028914.833,834015.9079,1121,12184.05512,114792,Primary Frac,1026406.863,834183.725,1028914.833,834015.9079
6225,6225,1024298.997,834358.8425,1028871.573,833721.48,1121,12073.8189,114792,Primary Frac,1026372.496,834069.8215,1028871.573,833721.48
6226,6226,1024304.406,834395.6509,1028911.685,834019.5037,1121,12187.00787,114792,Primary Frac,1026359.623,834227.8589,1028911.685,834019.5037
6227,6227,1044285.983,838046.0837,1050819.553,837839.5192,1121,12221.45669,113588,Primary Frac,1047317.807,837950.2299,1050819.553,837839.5192
6228,6228,1044295.87,838013.3098,1050723.499,837186.6763,1121,12221.45669,113588,Primary Frac,1047305.025,837626.3135,1050723.499,837186.6763
6229,6229,1044270.423,837265.3938,1050723.499,837186.6763,1121,12374.01575,110759,Primary Frac,1047283.259,837228.6419,1050723.499,837186.6763
6230,6230,1044283.911,837232.0908,1050630.606,836530.2371,1121,12374.01575,110759,Primary Frac,1047242.69,836904.8922,1050630.606,836530.2371
6231,6231,1044293.799,837199.3173,1050545.39,835925.9013,1121,12275.59055,110759,Primary Frac,1047209.896,836605.3237,1050545.39,835925.9013
6232,6232,1322786.627,722053.896,1323932.255,730080.3503,1213,5677.165354,107575,Primary Frac,1323712.837,726184.3383,1324515.79,729866.9715
6233,6233,1322901.096,722006.2656,1324089.353,730073.0709,1213,6199.80315,107575,Primary Frac,1323870.347,726146.0016,1324664.723,729790.8047
6234,6234,1227515.374,837477.2846,1226778.462,832691.3509999999,1060,10009.84252,102341,Primary Frac,1227182.21,835313.5236,1226778.462,832691.3509999999
6235,6235,1048292.186,911384.6231,1043645.552,912068.9066,1017,12670.71929,117974,Primary Frac,1046170.912,911697.0111,1043645.552,912068.9066
6236,6236,1048984.147,916608.331,1044450.533,917285.852,1017,12791.3781,100160,Primary Frac,1046917.193,916917.2246,1044450.533,917285.852
6237,6237,1105308.259,819558.6266,1109458.437,818871.0715,1163,9233.267717,112357,Primary Frac,1107206.371,819049.7897,1109395.346,818586.1211
6238,6238,1105312.303,819586.1674,1105308.259,819558.6266,1163,9868.110236,112357,Primary Frac,1107329.617,818988.0151,1109386.191,818567.9746
6239,6239,1105315.898,819610.6481,1109458.437,818871.0715,1163,12949.80315,112357,Primary Frac,1107191.843,819014.8117,1109392.06,818534.8729
6240,6240,1113524.549,829844.4855,1121513.695,829328.0123,1072,10783.46457,103454,Primary Frac,1117868.794,829549.1455,1121435.725,828742.396
6241,6241,1049935.958,919186.0147,1054752.357,918431.3843,1228,11958.66142,113341,Primary Frac,1052144.52,918839.9785,1054752.357,918431.3843
6242,6242,1317523.28,720528.3028,1316135.177,712867.9263,1205,5506.105738,103295,Primary Frac,1316995.934,717618.0967,1316356.33,714088.3811
6243,6243,1319403.431,719340.1311,1318771.156,712505.3866,1205,5142.224409,101729,Primary Frac,1319116.291,716236.2195,1318771.156,712505.3866
6244,6244,1321046.728,719741.6897,1320081.023,712331.4987,1205,5152.066929,108939,Primary Frac,1320604.556,716348.7537,1320081.023,712331.4987
6245,6245,1317659.725,720505.4362,1316134.738,712864.8852,1205,5644.192913,103295,Primary Frac,1316958.847,716993.8709,1316134.738,712864.8852
6246,6246,1319423.686,719480.0098,1318747.867,712471.5004,1205,5632.38189,101729,Primary Frac,1319115.992,716289.1007,1318747.867,712471.5004
6247,6247,1321198.023,719719.7781,1320081.463,712334.5395,1205,5628.444882,104236,Primary Frac,1320677.783,716278.7655,1320081.463,712334.5395
6248,6248,1045376.599,819581.5302,1040701.111,820244.954,1213,12679.13386,113529,Primary Frac,1042920.031,820157.015,1040782.076,820613.1335
6249,6249,1045372.105,819550.8754,1040623.392,819589.2795,1213,10140.74803,113529,Primary Frac,1042833.986,819441.6798,1040640.305,819932.5238
6250,6250,1068866.139,830126.6468,1073605.407,829345.5198,1121,10648.62205,108499,Primary Frac,1071387.7340000002,829469.0290000001,1073535.159,828997.6190000001
6251,6251,1068871.542,830163.4071,1073621.165,829452.7226,1121,12209.64567,108499,Primary Frac,1071309.77,829582.1307,1073550.341,829082.1369
6252,6252,1024439.983,835323.8287,1029027.184,833840.0786,1121,12104.33071,114881,Primary Frac,1026535.86,834645.9083,1029027.184,833840.0786
6253,6253,1046383.375,826169.4618,1036657.015,828195.3748,1343,12382.87402,111312,Primary Frac,1041419.65,827875.8375,1036828.77,828893.4003
6254,6254,1241907.395,830789.2374,1237080.963,831237.6483,1060,9885.826772,117777,Primary Frac,1239726.511,830991.8575,1237080.963,831237.6483
6255,6255,1242107.822,832095.6791,1237324.195,832759.1037,1060,9888.779528,109597,Primary Frac,1239952.483,832394.5956,1237324.195,832759.1037
6256,6256,1076020.686,878609.5461,1080754.679,877149.3943,1060,8486.220471999999,103878,Primary Frac,1078164.501,877948.3082,1080754.679,877149.3943
6257,6257,1076025.233,878640.1733,1080772.406,877268.8238,1060,11750.98425,103878,Primary Frac,1078172.531,878019.8681,1080772.406,877268.8238
6258,6258,1076636.003,882158.6316,1081187.323,881078.7666,1060,11730.31496,109817,Primary Frac,1078688.393,881671.673,1081187.323,881078.7666
6259,6259,1076039.782,878738.1803,1080710.69,877819.4347,1060,11839.56693,103878,Primary Frac,1078147.689,878323.5649,1080710.69,877819.4347
6260,6260,1076324.455,880655.4342,1081023.546,879951.3192,1060,12187.00787,109534,Primary Frac,1078918.1409999998,880024.8563,1080954.673,879598.6105
6261,6261,1168017.581,779204.412,1172994.4840000002,778584.2117,1060,9257.874016,104570,Primary Frac,1170278.326,778922.6877,1172994.4840000002,778584.2117
6263,6263,1168414.476,781847.9738,1173313.087,781522.6466,1060,10230.31496,103294,Primary Frac,1170632.384,781700.6778,1173313.087,781522.6466
6264,6264,1168507.24,782483.2912,1173515.216,782831.2202,1060,10259.84252,109149,Primary Frac,1170782.312,782641.3518,1173515.216,782831.2202
6265,6265,1168013.124,779173.8675,1172818.993,778263.6062,1060,11183.07087,104570,Primary Frac,1170190.5990000002,778761.4402,1172818.993,778263.6062
6266,6266,1168207.515,780480.6432,1173007.485,779580.4101,1060,11193.89764,108956,Primary Frac,1170379.567,780073.2754,1173007.485,779580.4101
6267,6267,1168405.557,781786.8855,1173210.4640000002,780870.1465,1060,11210.62992,103294,Primary Frac,1170577.08,781372.5757,1173210.4640000002,780870.1465
6268,6268,1168017.581,779204.412,1172908.946,778930.4323,1060,11315.94488,104570,Primary Frac,1170231.719,779080.3916,1172908.946,778930.4323
6269,6269,1168211.973,780511.1875,1173110.083,780232.9143,1060,11341.53543,108956,Primary Frac,1170422.675,780385.5923,1173110.083,780232.9143
6270,6270,1168410.0159999998,781817.4297,1173313.087,781522.6466,1060,11358.26772,103294,Primary Frac,1170628.64,781684.0413,1173313.087,781522.6466
6271,6271,1062411.404,845509.4353,1055306.606,846832.3462,1121,12456.69291,106742,Primary Frac,1058852.7140000002,846535.082,1055415.69,847330.3759
6272,6272,1062550.082,846450.0641,1055482.455,848149.7021,1121,12467.51969,105139,Primary Frac,1059021.785,847872.9104,1055627.541,848645.2077
6273,6273,1094296.992,785366.4713,1104458.778,784803.8127,1028,10356.29921,106337,Primary Frac,1099843.212,785067.1778,1104540.293,784060.3501
6274,6274,1094095.404,785370.8513,1104126.01,783908.5105,1028,10644.68504,115174,Primary Frac,1099361.111,784201.0854,1104139.213,783168.4278
6275,6275,1094288.067,785305.2497,1104201.323,783063.0977,1028,10261.81102,106337,Primary Frac,1099413.3590000002,783375.1077,1104162.847,782318.6719
6276,6276,1092544.824,814074.6416,1085399.43,815525.8033,1121,10942.91339,107581,Primary Frac,1088817.555,815348.8307,1085496.633,816077.9376
6277,6277,1036927.622,830338.891,1041656.005,829810.4645,1121,12435.03937,110381,Primary Frac,1039080.125,830098.3352,1041656.005,829810.4645
6278,6278,1036960.018,830334.1333,1041608.728,829488.5542,1121,12646.65354,110381,Primary Frac,1036973.436,830331.6926,1041608.728,829488.5542
6279,6279,1036895.227,830343.6486,1041704.185,830138.5058,1121,12650.59055,110381,Primary Frac,1039068.326,830250.9475,1041704.185,830138.5058
6280,6280,1049507.488,806809.7163,1054245.118,806570.8324,1121,11838.58268,117872,Primary Frac,1052178.063,806662.2773,1054219.762,806250.0809
6281,6281,1049539.887,806804.9787,1054245.118,806570.8324,1121,12347.44094,117872,Primary Frac,1051986.32,806673.5368,1054216.125,806251.1801
6282,6282,1052111.332,897897.1016,1056907.592,897179.7638,1014,12334.64567,100281,Primary Frac,1054928.942,897283.9245,1056843.043,896925.2079
6283,6283,1052709.8909999998,901915.1105,1057509.72,901221.7225,1014,11843.50394,117757,Primary Frac,1054908.494,901597.4981,1057509.72,901221.7225
6284,6284,1052714.002,901942.6939,1057513.373,901246.2376,1014,11843.50394,117757,Primary Frac,1054912.395,901623.6761,1057513.373,901246.2376
6285,6285,1131744.294,858015.9397,1136332.976,856861.5258,1060,11454.64839,114671,Primary Frac,1133817.009,857494.4890000001,1136332.976,856861.5258
6286,6286,1060043.72,850376.2245,1055890.285,851039.1612,1121,13016.22108,106960,Primary Frac,1058172.215,850674.9386,1055890.285,851039.1612
6287,6287,1060216.84,850851.6179,1055971.228,851587.7114,1121,13363.72016,109864,Primary Frac,1058313.784,851181.5649,1055971.228,851587.7114
6288,6288,1060211.866,850817.9124,1055935.051,851342.5495,1121,13083.28396,109864,Primary Frac,1058290.093,851053.6563,1055935.051,851342.5495
6289,6289,1060038.747,850342.5188,1055890.285,851039.1612,1121,13466.47751,106960,Primary Frac,1058177.4109999998,850655.0889,1055890.285,851039.1612
6290,6290,1055855.235,850477.5775,1063207.103,849433.623,1121,12384.84252,110486,Primary Frac,1059638.668,849411.1597,1062949.49,848684.7955
6291,6291,1055874.135,850481.0516,1063195.87,849457.1942,1121,12958.18336,110486,Primary Frac,1059288.157,850003.6414,1063195.87,849457.1942
6292,6292,1055910.127,850475.7415,1063159.257,849209.0203,1121,12722.95124,110486,Primary Frac,1059324.865,849879.0463,1063159.257,849209.0203
6293,6293,1055938.43,851041.4509999999,1060725.142,850657.6399,1121,12871.06299,117241,Primary Frac,1059842.999,849819.2428,1063112.873,849102.3647
6294,6294,1055953.732,851045.4557,1063159.257,849209.0203,1121,13097.07178,117241,Primary Frac,1059320.563,850187.3687,1063159.257,849209.0203
6295,6295,1052282.04,899043.36,1057071.079,898326.9328,1014,12276.5748,108370,Primary Frac,1054477.374,898714.944,1057071.079,898326.9328
6296,6296,1052278.388,899018.8412,1057066.971,898299.353,1014,11422.24409,108370,Primary Frac,1054470.592,898689.4608,1057066.971,898299.353
6297,6297,1052107.681,897872.5827,1056903.942,897155.2483,1014,12276.5748,100281,Primary Frac,1054303.704,897544.1429,1056903.942,897155.2483
6298,6298,1140324.767,847345.6335,1145370.219,846343.7654,1343,11083.66142,104394,Primary Frac,1143299.075,847084.6638,1145661.687,846556.9199
6299,6299,1140470.726,848333.0229,1145586.639,847807.8176,1343,11122.04724,114639,Primary Frac,1143364.18,847921.2535,1145528.656,847453.5072
6300,6300,1140742.404,850195.2161,1145802.236,849290.7315,1343,11110.23622,109296,Primary Frac,1143498.779,849414.6451,1145897.004,848902.3024
6301,6301,1317834.112,720439.817,1316788.171,712754.8745,1205,5468.047686999999,105108,Primary Frac,1317437.23,717523.7687,1316955.441,713983.8738
6303,6303,1319076.158,719924.6255,1318095.835,712565.7849,1205,5138.287402,116961,Primary Frac,1318627.566,716557.2476,1318095.835,712565.7849
6304,6304,1317920.881,720327.8975,1316788.171,712754.8745,1205,5644.192913,105108,Primary Frac,1317401.093,716852.7218,1316788.171,712754.8745
6305,6305,1318094.862,720107.1011,1317440.201,712660.5902,1205,5639.271654,108404,Primary Frac,1317795.101,716697.4353,1317440.201,712660.5902
6306,6306,1319096.416,720064.5055,1318095.835,712565.7849,1205,5637.30315,116961,Primary Frac,1318637.761,716627.1788,1318095.835,712565.7849
6307,6307,1036878.274,851516.6064,1027091.494,853079.0714,1030,12653.54331,105198,Primary Frac,1032209.577,852261.9665,1027091.494,853079.0714
6308,6308,1039768.87,871300.8636,1029951.161,873274.8851,1030,13159.44882,113971,Primary Frac,1035525.338,872154.0997,1030835.658,873097.0416
6309,6309,1039773.41,871331.5234,1029951.161,873274.8851,1030,12609.25197,113971,Primary Frac,1035005.377,872274.8931,1029790.921,873306.589
6310,6310,1039777.95,871362.1832,1029951.161,873274.8851,1030,10837.59843,113971,Primary Frac,1035141.499,872264.6294,1030058.354,873254.0209
6311,6311,1039764.784,871273.2698,1029894.426,872916.5949,1030,10625.98425,113971,Primary Frac,1035054.054,872057.5636,1029894.426,872916.5949
6312,6312,1130734.008,776753.6224,1140296.27,775404.1869,1030,11188.92702,106487,Primary Frac,1134841.297,776173.9979,1139399.199,775530.7824
6313,6313,1131331.999,777703.2251,1140458.442,776491.9311,1030,11555.59492,116604,Primary Frac,1135220.617,777187.1138,1139560.357,776611.1281
6314,6314,1035774.113,788283.7729,1040557.588,787377.4123,1343,11924.2126,101927,Primary Frac,1037972.592,787867.2108,1040557.588,787377.4123
6315,6315,1035820.915,788276.9574,1040652.688,788030.4499,1343,11669.29134,101927,Primary Frac,1038038.951,788163.7976,1040652.688,788030.4499
6316,6316,1037262.738,798319.072,1047310.213,796474.0996,1343,11760.82677,111846,Primary Frac,1042082.031,797434.1269,1047310.213,796474.0996
6317,6317,1037269.897,798368.1312,1047409.087,797126.4825,1343,12070.86614,111846,Primary Frac,1042144.253,797771.2159,1047409.087,797126.4825
6318,6318,1113241.726,881214.1292,1108624.7759999998,882125.7811,1120,12085.62992,109381,Primary Frac,1110723.643,881988.8289,1108699.2340000002,882508.7011
6319,6319,1113129.056,882212.7701,1108723.965,882792.8142,1120,11879.92126,111319,Primary Frac,1110724.689,882679.8297,1108514.2340000002,883198.2805
6320,6320,1167675.56,852585.8083,1162756.831,852680.4358,1325,10060.03937,108566,Primary Frac,1164940.37,852514.2133,1162708.119,852958.9556
6321,6321,1167680.083,852616.3531,1162894.802,853612.1855,1325,10288.38583,108566,Primary Frac,1165137.271,853436.3831,1162909.597,853899.208
6322,6322,1105623.528,792709.5648,1098257.004,793782.3406,1030,10489.89404,116629,Primary Frac,1102613.682,793147.8842,1099153.508,793651.7841
6323,6323,1030794.382,822972.1114,1035417.486,823381.1833,1121,12113.18898,116535,Primary Frac,1033393.189,823387.0539,1035489.578,822921.4544
6325,6325,1114795.175,839093.7447,1122825.831,838009.5833,1072,11645.66929,104229,Primary Frac,1119154.342,838270.3513,1122890.343,837279.941
6326,6326,1120164.823,887766.4627,1124759.173,886604.0225,1121,9735.23622,109352,Primary Frac,1121430.027,887446.3469,1124953.91,886554.7509999999
6327,6327,1120176.794,887802.1366,1124894.503,887487.89,1121,9725.393701,109352,Primary Frac,1122320.249,887659.3609999999,1124894.503,887487.89
6328,6328,1108376.184,847684.4108,1103500.201,848113.6849,1121,9973.678252,113505,Primary Frac,1106587.06,847841.9225,1104336.068,848040.0964
6329,6329,1108380.101,847716.9111,1103644.13,849081.527,1121,10023.62205,113505,Primary Frac,1106595.052,848231.2527,1104364.4740000002,848873.9683
6330,6330,1086478.647,837907.2890000001,1090818.841,837612.048,1121,10061.02362,107559,Primary Frac,1088762.262,837754.6184,1090907.959,837260.8342
6331,6331,1086473.686,837873.6094,1090813.604,836702.6269,1121,10095.47244,107559,Primary Frac,1088806.2659999998,836835.2655,1090704.476,836405.0741
6332,6332,1092549.761,814108.3152,1085291.682,814790.9516,1121,10958.66142,107581,Primary Frac,1088839.022,814588.2632,1085378.264,815367.3488
6333,6333,1087555.723,797071.405,1087555.723,797071.405,1213,9207.677165,115565,Primary Frac,1090606.459,796532.3692,1094117.98,795911.917
6334,6334,1080095.244,797801.7189,1087431.042,796092.0965,1213,9539.370079,110351,Primary Frac,1083101.622,797101.0764,1086577.047,796291.1216
6335,6335,1080132.992,797858.7583,1087439.539,796150.2687,1213,9051.181102,110351,Primary Frac,1083092.832,797166.6591,1086514.3590000002,796366.6036
6336,6336,1080141.493,797916.943,1087535.255,796805.4703,1213,9093.503937,110351,Primary Frac,1084032.366,796956.953,1087403.967,796217.3108
6337,6337,1080277.982,798825.9331,1087634.136,797457.0823,1213,9073.818898,117006,Primary Frac,1083279.877,798267.3332,1086752.343,797621.1683
6338,6338,1080286.932,798887.1798,1087729.429,798109.2184,1213,9092.519685,117006,Primary Frac,1083284.972,798573.7958,1086790.498,798207.3645
6339,6339,1080433.742,799866.5994,1087920.073,799388.4658,1213,9009.350394,104077,Primary Frac,1083945.788,799642.2936,1087920.073,799388.4658
6340,6340,1081480.445,807073.1893,1087461.344,796425.3889,1213,9191.929134,110351,Primary Frac,1082944.52,804466.6955,1084647.794,801434.3547
6341,6341,1080282.457,798856.5564,1087682.004,797784.6814,1213,9205.708661,117006,Primary Frac,1083339.533,798413.7181,1086865.746,797902.9221
6342,6342,1080258.131,798891.3883,1087776.856,798433.755,1213,9212.598425,117006,Primary Frac,1083390.504,798700.7339,1086984.094,798482.0071
6343,6343,1080108.218,797890.5271,1087535.255,796805.4703,1213,9404.527559,110351,Primary Frac,1084088.346,796939.8509,1087405.063,796205.0214
6344,6344,1080249.182,798830.1415,1087630.535,797457.6083,1213,9527.559055,117006,Primary Frac,1083319.218,798259.2806,1086844.629,797603.7445
6345,6345,1080113.253,798881.2813,1087589.472,798132.7981,1213,9402.559055,117006,Primary Frac,1083261.747,798566.0692,1086853.061,798206.5240000001
6346,6346,1061673.032,893660.8219,1056849.917,894494.5242,1213,12304.13386,115370,Primary Frac,1059108.431,894406.2069,1056946.781,894899.3679
6347,6347,1061694.277,893482.2753,1056827.376,894021.7666,1213,12489.17323,109334,Primary Frac,1059103.829,893917.1048,1056902.479,894427.4938
6348,6348,1044057.941,847485.2404,1034488.378,849898.3378,1030,13305.94281,107741,Primary Frac,1039931.09,848525.8827,1035364.9,849677.3107
6349,6349,1036537.176,831110.4231,1029055.652,831645.3719,1121,12717.51969,108695,Primary Frac,1032474.979,831446.9952,1028992.628,832219.8163
6350,6350,1036542.13,831144.152,1029149.356,832333.4234,1121,12136.81102,108695,Primary Frac,1033050.915,831705.7818,1029149.356,832333.4234
6351,6351,1075476.84,876308.1732,1080367.56,875507.3875,1060,11844.48819,109617,Primary Frac,1077693.34,875945.2528,1080367.56,875507.3875
6352,6352,1075451.648,876311.9111,1080243.001,874618.2424,1060,11972.44094,109617,Primary Frac,1077630.975,875541.5528,1080243.001,874618.2424
6353,6353,1058352.01,798518.3232,1053578.245,798282.6303,1343,12057.08661,108990,Primary Frac,1055565.355,798270.9345,1053599.985,798618.34
6355,6355,1131343.131,856250.4763,1136242.851,856203.1399,1060,11042.95397,112582,Primary Frac,1133563.534,856229.0249,1136242.851,856203.1399
6356,6356,1131338.604,856219.8988,1136142.846,855552.4654,1060,11305.65161,112582,Primary Frac,1133511.024,855918.0935,1136142.846,855552.4654
6357,6357,1045475.051,927797.9917,1038239.192,928878.4751,1228,11706.69291,104422,Primary Frac,1042073.292,928305.9542,1038239.192,928878.4751
6358,6358,1045475.969,927804.1227,1038239.192,928878.4751,1228,12001.9685,104422,Primary Frac,1042073.778,928309.2028,1038239.192,928878.4751
6359,6359,1045469.083,927758.1407,1055888.518,926269.838,1228,11417.32283,104422,Primary Frac,1050461.192,927045.0723,1055888.518,926269.838
6361,6361,1095462.265,883328.9484,1101408.667,882082.0364,1163,12266.73228,110093,Primary Frac,1098698.41,882313.635,1101491.1,881626.8545
6362,6362,1113486.308,829909.5006,1121449.7659999998,828893.6863,1072,10649.32601,103454,Primary Frac,1117258.537,829428.3172,1121449.7659999998,828893.6863
6363,6363,1351382.861,805831.0775,1359105.138,807072.3143,1331,11417.32283,114798,Primary Frac,1355031.264,806417.502,1359105.138,807072.3143
6364,6364,1123002.59,871175.7078,1127613.962,870200.5572,1060,11605.31496,117699,Primary Frac,1125505.819,870320.2656,1127569.7240000002,869886.4209
6365,6365,1525734.415,899942.7061,1530477.581,899235.4409,1116,5059.055118,105196,Primary Frac,1528486.419,899383.6305,1530446.3909999998,899014.1519
6366,6366,1104342.647,871943.8266,1111677.936,869867.3670000001,1249,11563.97638,109372,Primary Frac,1107793.684,870966.9135,1111677.936,869867.3670000001
6367,6367,1104355.815,872032.5716,1111969.375,871831.5672,1249,11563.97638,109372,Primary Frac,1107932.168,871938.1529,1111969.375,871831.5672
6368,6368,1104338.107,871913.2249,1111660.848,869876.1555,1249,11808.07087,109372,Primary Frac,1107777.403,870956.4678,1111660.848,869876.1555
